User Name,Ratings,Mini Review,Date,Reviews
Raj,5.0 out of 5 stars,"
Best for calling and music
",9 October 2019,"
Excellent headsets. I really like the build quality and works with iPhone and laptop simultaneously.Without any second thought go for it.
"
Bountey,2.0 out of 5 stars,"
No bass.. inconvenient design
",28 January 2020,"
Very low bass .. please reply how could you write thumping bass on this all treble, so heavy, inconvenient piece of technology.. !Returned and refunded !
"
Vedant Tankhedar,4.0 out of 5 stars,"
Good Quality but Got Defective Piece At First
",17 October 2019,"
I ordered 2 Mivi Thunderbeats both were defective.But when I replaced them I got my order next day in morning only. So I am happy with products.
"
jyoti aingh,5.0 out of 5 stars,"
Value for money,
",10 November 2019,"
value for money in the sea of bluetooth headsets available. I bought 4 from amazon as I gifted and recommended too.
"
Pratima,1.0 out of 5 stars,"
Issue after a month of use
",20 January 2020,"
My earphone work fine for one month and then the mic didn't work and the left earphone's volume was lower than the right so now waiting for the replacement 😡
"
Gautham,4.0 out of 5 stars,"
Nice one
",29 December 2019,"
Overal good .. satisfied.. but, while after fits buds looks very big that's the major issue.. and blue tooth not coming proerly from yesterday.. have to check
"
Fan ,5.0 out of 5 stars,"
Bestest Earphones
",17 January 2020,"
Latest earphones.. also shows remaining battery % of earphones.. much needed. Worth to buy dem. The best i have ever bought. Satisfied with voice quality too.
"
Irshad khan,5.0 out of 5 stars,"
Best quality and product
",1 October 2019,"
Super sound and voice
"
Amazon Customer,4.0 out of 5 stars,"
Nice one Bluetooth earphone 👌😍😘👌👍
",2 January 2020,"
Nice and good sound quality is greatGreat bass  really thunder Beats.One of the best Bluetooth Earphones 👌😊😍👌👌👌👌
"
Sanat kumar mohanty,5.0 out of 5 stars,"
Best eraphone below Rs1000
",9 October 2019,"
Nice sound
"
Rahul,4.0 out of 5 stars,"
Great Quality
",18 January 2020,"
The Bass Quality Is Superb , Battery is Very Great as Compared to other Wireless Products .And The Price Is very ReasonableHappy with the Product
"
Sharad katiyar,5.0 out of 5 stars,"
👍
",1 October 2019,"
Best sound quality in a wireless earphone i've ever seen.aptx tech.
"
Harpreet,5.0 out of 5 stars,"
Superb
",22 January 2020,"
Superb Build Quality with amazing bass
"
Siddhant choudhary,5.0 out of 5 stars,"
Great Quality Product
",9 October 2019,"
Best product in this price range
"
Amazon Customer,5.0 out of 5 stars,"
Fab
",13 December 2019,"
Earphones are nice . The only issue is the ear piece are bit large so looks a bit uncomfortable but will not be the issue for some so overall nice
"
Amit Kumar,4.0 out of 5 stars,"
You can buy it,but still u can go for noise also.
",23 January 2020,"
Very gud,but still the earbuds quality is low as compare to boat n noise earphones.
"
Faiz,5.0 out of 5 stars,"
Best wireless earphone compare others
",10 October 2019,"
The product is very good . Its sound quality is amazing and very good for workout on gym and park . Bass quality is also very good . Thank you so much mivi.
"
Dominic Fernandes,5.0 out of 5 stars,"
Decent earphonea
",3 January 2020,"
Just got it today my experience is pretty decent so far clear music awesome bass , even played pubg, pes 2020 it was good enough on my one plus 7
"
kunal d.,5.0 out of 5 stars,"
Lovely bass
",3 October 2019,"
Good quality soundAlso having good delivery service thanks amazon
"
Sarla koli,5.0 out of 5 stars,"
Value for money
",2 November 2019,"
completely satisfied with this product the battery life is just 6-7 hours but except that the sound and bass is good. You won't be disappointed.
"
9030961528,4.0 out of 5 stars,"
Overall good👌👌
",9 January 2020,"
This is overall good 👌 but I'm facing Bluetooth range problem and sometimes disturbance while playing songs when I turn back . This all problems I faced
"
zeeshan,5.0 out of 5 stars,"
Nice product at this price
",8 December 2019,"
It got this at 999 and it was worth buying.
"
Mahaboob basha,5.0 out of 5 stars,"
Marvellous
",18 October 2019,"
Awesome product.
"
Laxmikant Trimbak Maindarge,5.0 out of 5 stars,"
Awesome product
",4 October 2019,"
Totally worth it mivi once again has done a good job
"
Amazon Customer,4.0 out of 5 stars,"
Value for money deal
",11 January 2020,"
So far experience is good.Nice quality product but not that comfortable in ear.But in this price value for money product.
"
ANKIT TIWARI,5.0 out of 5 stars,"
Calling quality is excellent
",16 October 2019,"
Sound quality is veryAnd calling quality is too good. As compared to other brand this earphone calling quality is great
"
Abhijith mg,5.0 out of 5 stars,"
Compare to boss 255 , this is best ever!
",30 January 2020,"
I love this , very good sound quality and bass was awesome, I hate only one thing that is design of this product , it so big
"
Sudip S.,4.0 out of 5 stars,"
Superb sound
",11 October 2019,"
Superb sound when playing music on it no doubt about that, but I face a little issue when calling.Apart from that it's overall a very good product
"
Pradeep Reddy,5.0 out of 5 stars,"
Superb earphones
",30 September 2019,"
Awesome sound quality and very good bass for for it worth it
"
Simon Chattopadhyay,5.0 out of 5 stars,"
Awesome product
",27 October 2019,"
A very nice and good product awesome sound quality . Good I liked it very much.
"
Nipun Gajbhiye,4.0 out of 5 stars,"
A gadget to have!!
",9 October 2019,"
Altogether it is a good product within the budget. The wireless functionality makes it a versatile gadget. The sound is amazing with easy connecting process.
"
Nayan,5.0 out of 5 stars,"
Go for it
",29 January 2020,"
Brought it for 899/- during sale. You can't expect more .Sound :4/5Bass: 4/5Noise cancellation :4/5Connectivity :5/5
"
Bipin jikadara,5.0 out of 5 stars,"
Nice product 🔥
",25 January 2020,"
Wonderful product of mivi..i really liked it..it is value for money ..bass is to good and punchy and sound is very loud..noise cancellation is nice😍
"
Amazon Customer,5.0 out of 5 stars,"
An excellent product
",29 October 2019,"
After using series of other branded and expensive earphones with added disappointment, finally found a product worth the price and bliss to the ears.
"
pravin shedge,5.0 out of 5 stars,"
Recommended
",9 October 2019,"
Just awesome
"
Bhavesh Ganesh Kirve,5.0 out of 5 stars,"
Excellent product
",22 October 2019,"
After long tym I got a the best product. Mivi thunderbeats have the awesome sound quality I'm a huge fan of it's ...Bhavesh Ganesh Kirve.
"
Buyer Beast,5.0 out of 5 stars,"
Best In Class and Fits in Budget
",22 January 2020,"
Best in class and fits in budget..Very Premium quality loved the features and sound.
"
Piyush P,5.0 out of 5 stars,"
Excellent Bluetooth headphones
",14 October 2019,"
Very good product..!! Excellent sound quality and battery back gud as well.Highly recommended.Value for Money...!!!
"
Uddipan Dey,5.0 out of 5 stars,"
Great headphone with an affordable budget
",25 December 2019,"
Great headphone with an affordable budget. Sound quality and noise cancelation is impressive. Amazon amazingly delivered this order within 24 hours.
"
Bhawani ,4.0 out of 5 stars,"
After a week
",9 January 2020,"
Best product in this price range. Would recommend. Not for pubg though. Latency is minimal. Overall 9/10.Or bhai mivi walo call mat karo yaar.
"
Harpreet Singh Wadalia,5.0 out of 5 stars,"
Amazing product for the Price
",27 January 2020,"
Amazing product for the Price, liked the packaging as well
"
Anil dang,4.0 out of 5 stars,"
Sorry
",30 January 2020,"
But it dont like it much
"
keshav,5.0 out of 5 stars,"
Awesome stuff
",20 December 2019,"
These thuder beats are awesome and are more durable than other wireless earphones and are of best quality with that it work for long hours
"
jeetu,5.0 out of 5 stars,"
Very Satisfied with this product
",23 October 2019,"
After ordering 1I have ordered 5 more for my friends and family this is the best item you can purchase this festive with best sound quality .
"
Avinash kumar Singh,4.0 out of 5 stars,"
Good
",31 October 2019,"
Good
"
aishwarya pillai,5.0 out of 5 stars,"
Totally worth it
",15 October 2019,"
A steal for the price . Happy with the product
"
Sumit Malhotra,5.0 out of 5 stars,"
Good quality value for money product
",15 October 2019,"
Overall a value for money Good Quality Product
"
JK,4.0 out of 5 stars,"
best sound quality in price segment 👍🏼👍🏼👍🏼
",25 January 2020,"
really good basshead..treble is on lower side..noise cancellation is good..connectivity is very good👍🏼👍🏼👍🏼
"
Fardeen Hossain,5.0 out of 5 stars,"
Amazing
",15 January 2020,"
Awesome product under this price.. excellent.. go for it without thinking..
"
Rakesh,1.0 out of 5 stars,"
Not good buy online bad experience
",19 January 2020,"
Poor kwality never buy afte 1 month not connecting I don't know if they replaced or not if I purchase From shop I return to them an get money back
"
Kartikeya Rai,4.0 out of 5 stars,"
please increase the length
",1 November 2019,"
the sound quality is good but while on call the reciever at other end could not listen the sound properly kindly please extend the length of wire.
"
Siddharth tiwari,5.0 out of 5 stars,"
Worth 999rs
",24 October 2019,"
Nice at 999rs the sound quality you get at this price is very good and built quality is also one of the major strong point
"
Amazon Customer,5.0 out of 5 stars,"
bestttttt
",13 December 2019,"
best wireless earphones on the market loved it!!!sound is amazing and battery backup is just best i will recommend this if u want to buy this
"
Navneet,5.0 out of 5 stars,"
Best earphone i got under 900
",22 January 2020,"
The mivi which is truly made in india company built a super nice quality of earphones which suits every people#madeinindia
"
Vipul Jee Verma,5.0 out of 5 stars,"
Good
",2 November 2019,"
I have got this for Rs 999/-In this range it is the best in class.Go for it.
"
Siddharth Rastogi,4.0 out of 5 stars,"
Great Buy
",12 January 2020,"
Value for the price
"
Vinit Jacob,5.0 out of 5 stars,"
Awesome product
",13 January 2020,"
sound quality..battery life awesome.....ordered two more
"
Nikunj Agarwal,5.0 out of 5 stars,"
This is going to be a great Bluetooth earphone .
",16 January 2020,"
I like this product very much .This is going to be a great Bluetooth earphone and the best thing is i like the most is it's noise cancellation😍.
"
Akshay Gamre,5.0 out of 5 stars,"
Worth Buying
",10 October 2019,"
Product is absolutely worth buy. Sounds are pretty and authentic. Also it is sweat proof.
"
Agam taneja,5.0 out of 5 stars,"
Awesome headphones. Worth the money
",28 December 2019,"
The audio quality was awesome. The bass output was sufficient. I recommend this headset. Total worth the money
"
khagesh,4.0 out of 5 stars,"
Good earphone
",28 January 2020,"
Good product, totally recommende it. Excellence sound quality and battery backup
"
Pranit Landge,4.0 out of 5 stars,"
A nice value for money product
",18 December 2019,"
Actually I have tried Bluetooth earphones of other companies but along them I like mivi because its battery life,sound quality and bass quality.
"
HIMANSHU SOHLOT,5.0 out of 5 stars,"
It's a great product
",30 January 2020,"
It's A great product. Sound quality is better as compared to others products and Bluetooth connectivity is also great ,works with every Mobile .
"
Rohit Gaddamwar,5.0 out of 5 stars,"
Worth of money
",25 October 2019,"
Its a nice earphone as compare to boat, its voice prity good.  Perfect bass and truble gives good music experience.  Happy  with this headphones
"
M.Rushi Keshava Reddy,4.0 out of 5 stars,"
Excellent piece with a little difect
",15 October 2019,"
Only problem is with fitting to ears..ears pain at the starting usage but later on you will be habituated to that.except that everything is great
"
Venktesh,4.0 out of 5 stars,"
Decent product by MIVI
",19 December 2019,"
Mivi TB is quite good product ...n it is good as I was expected regarding the sound quality n the bass is more than I expected
"
Mangal Ghosh,5.0 out of 5 stars,"
Best Headphones in The Price Range
",18 October 2019,"
Best Headphones in this price range.Good Sound quality. Best for EDM lovers.Fully Bass centric Headphones.Am Happy with it....
"
Meet ,5.0 out of 5 stars,"
Superb quality
",9 November 2019,"
Amazingly good quality earphone with superb sound and bass. Wonderful battery life. While customer service of mivi is great. Fully recommended.
"
Utsav,5.0 out of 5 stars,"
Best Wireless Earphones
",22 January 2020,"
Great sound quality, sturdy build material, comfy and easy to use.Battery backup is the best part.Just go for it.
"
Nishan Bari,5.0 out of 5 stars,"
Best in the bluetooth range
",6 October 2019,"
Best quality of sound. Battery backup is superb.....
"
Mayank,4.0 out of 5 stars,"
Thunderbeats lowdown
",10 October 2019,"
The product offers good sound quality at the price range. The build quality is second to none and bass quality is good too. A decent buy in all.
"
rishu,5.0 out of 5 stars,"
bass
",1 October 2019,"
its goo product... bass is good but not comfortable
"
Pranshul Singh,5.0 out of 5 stars,"
Music On The Go #mivi_Thunderbeats
",22 January 2020,"
It has a good sound quality. The magnetic feature gives it one more star to prevent it from falling while you hold it on your neck.
"
Gyaneshwar,3.0 out of 5 stars,"
Not Comfortable
",27 January 2020,"
Very discomfort wearing it for more than 15 minutes causes pain in ears,not worth purchase
"
IMRAN G. SHAIKH,4.0 out of 5 stars,"
Ok
",8 October 2019,"
Good
"
tushar,5.0 out of 5 stars,"
Superb Mivi Earphones..
",31 January 2020,"
Nice build quality and great audio. Value for money
"
Anen Radhakrishnan,4.0 out of 5 stars,"
Fairly nice quality product.
",11 October 2019,"
Really decent package.Sound quality noice is fairly good.Nice and easy, fit and pairing with the devices.Battery is decent.
"
Abhishek S,5.0 out of 5 stars,"
Mivi ThunderBeats
",16 January 2020,"
The earphones maybe big but they do not add weight at all. Light and comfortable.The metal body adds extra style and safety quotient.
"
Vikas Mishra,5.0 out of 5 stars,"
Great Earphones
",7 November 2019,"
Very nice product with good bass and very good noise cancellation . Loved it . Battery life is also great (8 hours approx.)
"
Ajay,4.0 out of 5 stars,"
Good overall
",26 January 2020,"
Overall its good , but has unnecessary extra bass and sound quality is a little bit compromised and not crisp , but is money value product
"
NaYaLtHaKuR,5.0 out of 5 stars,"
Over all view
",22 January 2020,"
Awesome product no doubt 100% more powerful as compared to boat wireless and last battery life it's too good 💪😍💪I got this 899
"
98927,5.0 out of 5 stars,"
Superb and excellent
",4 November 2019,"
Superb product within this range. Superb battery backup. Excellent quality. Built and sound both. Blindly one can trust and buy.
"
Amazon Customer,4.0 out of 5 stars,"
My product is faulty for battery
",9 November 2019,"
Earphones are very good buy  i have issue regarding battery life. It automatically drainswhile i am not using it for day.
"
Inzamul Hoque,5.0 out of 5 stars,"
Value for money
",15 October 2019,"
Awesome wireless headset that i uave ever experienced
"
prashant pandey sonu,1.0 out of 5 stars,"
Bettry
",31 January 2020,"
All ok but after 2 months bettry is down every hour after fully charge its not right, only 2 month bettry life
"
Amazon Customer,2.0 out of 5 stars,"
Not satisfied.
",27 January 2020,"
Sound quality is good but ear starts pain after sometime of use. Buds comes out easily from the ear .
"
Amazon Customer,2.0 out of 5 stars,"
Not suitable for workouts
",13 January 2020,"
The product is good overall, but does not work well during workouts.If you are a workout person then this product is not for you.
"
Lokesh Kumar Sharma,5.0 out of 5 stars,"
THUNDERBEATS
",29 September 2019,"
Build quality is awesome,bass is overdriven sometimes.
"
Vaishnavi,5.0 out of 5 stars,"
Niccc product... 💓💓
",29 October 2019,"
Mivi brand is awesome 😍😍i lyk it soo much.... 😊😊
"
KirtiSanghi,3.0 out of 5 stars,"
Right Ear stopped working less than a month in.
",10 November 2019,"
Emailed support hopefully they help.
"
Ajit,5.0 out of 5 stars,"
Excellent quality
",24 January 2020,"
I rate 5 star for this amazing product.Only disappointing thing is earphones are provided on Amazon without Earphone Case.
"
Biswajit P.,5.0 out of 5 stars,"
Good product from mivi...
",18 October 2019,"
Nice product in this price range.Sound quality-very goodNoise cancellation-goodBass quality-Not Bad
"
Vivek Singh,5.0 out of 5 stars,"
Definitely buy it
",25 January 2020,"
A big yes
"
Dhrutesh Jadhav,5.0 out of 5 stars,"
Best Product Ever
",22 January 2020,"
Best Budget Earphones !Loved the built quality , super bass and the sound clarity .Impressive noise cancellation.
"
Amazon Customer,1.0 out of 5 stars,"
Bluetooth connecting problem...
",15 October 2019,"
I'm trying to connect this device with my two different mobiles from last two days. But, still not connect...
"
satish,1.0 out of 5 stars,"
Good quality
",30 October 2019,"
Not comfortable, when you stop it then very slow sounds like jgggeeee around 20 secondDon't buyChoose any smaller in size
"
Rai Abhyudaya Prakash Choudhary,2.0 out of 5 stars,"
Connectivity ussue.
",27 September 2019,"
The earphone had some issues with the connectivity.  And wasn't compatible with any of the devices.
"
Ashish Saxena,4.0 out of 5 stars,"
Value for money
",5 October 2019,"
Perfect Bluetooth earphones with value of money,only thing is it doesn't works to hear radio stations through the earphones.
"
EM Sanket,3.0 out of 5 stars,"
Call connection
",28 January 2020,"
Its good in sound quality but i got the damage piece twice..I suffered with call connectivity problem
"
BAPPA GHOSH,4.0 out of 5 stars,"
Very good
",25 October 2019,"
Good quality
"
Mahesh Kumar,1.0 out of 5 stars,"
I need a refund
",1 October 2019,"
The volume of these headphones are become low and charging of these are not great as they were new. left side of headphones are low I don't know why
"
Vishal Sharma,5.0 out of 5 stars,"
Worth of money
",4 October 2019,"
This is good in bass and noise cancellation
"
Mukul Panwar,5.0 out of 5 stars,"
Superb
",7 October 2019,"
Excellent Bluetooth
"
Prajwal Yadav,5.0 out of 5 stars,"
Excellent
",19 October 2019,"
Excellent.Voice quality is amazing with a good battery life!Loved the quality.Value for money. A must buy product!
"
Amardeep Singh,4.0 out of 5 stars,"
Not comfortable and battery is not so good.
",16 October 2019,"
I dislike it because they are not comfortable.they usually fell of from our ears.Battery life is not so good.
"
Rahul Sinha,4.0 out of 5 stars,"
Awesome
",26 October 2019,"
Sound quality,noise cancellation and Bass quality are best but it is little heavy.
"
Amazon Customer,2.0 out of 5 stars,"
Sound quality is best.. Battery charge is worst..
",2 October 2019,"
Sound and call quality is THE Best.. But when comes to battery charge i am very much disappointed as it lasts for only 2-2.5 hrs...
"
Bala krishnan,5.0 out of 5 stars,"
Value for money. Music lovers and public transport commuters go for it
",29 December 2019,"
over sized ear part... Cannot wear helmet after wearing this headset.. if you're a bike rider no problem go for mivi collar product
"
Arshendra singh,5.0 out of 5 stars,"
Good product
",9 October 2019,"
It's very good ...very comfortable and full bass.
"
Jtr,5.0 out of 5 stars,"
Best in this price range
",11 November 2019,"
Not what it used to be but still the best in this price range
"
Vivek Singh,5.0 out of 5 stars,"
Very nice earphones...worth spending money on it
",20 December 2019,"
If you want good sound, durability and base then this is the right one....go for mivi Bluetooth earphones it won't disappoint you.
"
Rohit Kumar Rawani,5.0 out of 5 stars,"
Value For Money
",14 January 2020,"
Value for money product amazing experience till date and if one is looking for a bass boosted Bluetooth earphone this is the one .
"
Bhavya choudhary,5.0 out of 5 stars,"
Best Buy
",22 October 2019,"
Very comfortable in the ears ,best bass expected from Bluetooth speaker, battery life is also very good it can last upto 5-6 hours
"
Abhay K.,1.0 out of 5 stars,"
Very poor product and post-sale service
",8 October 2019,"
Bluetooth itself was not working. What's the point of sound, bass and noise cancellation if the basic thing is not working.
"
Raushan,4.0 out of 5 stars,"
Impressive
",19 October 2019,"
Good product at this price point
"
TheDapperballer,5.0 out of 5 stars,"
Wonderful products
",21 January 2020,"
This mivi thunder beast's are definitely wonderful and I love them and I also prefer to my friends to buy this earphones
"
BISWAJIT H.,3.0 out of 5 stars,"
In under Rs 1000,1000 and who prefar sound max time for the it is OK but calling is not clear...
",24 January 2020,"
I didn't get head phone box and quality Base full sound Clearity is not up to mark and calling quality is very poor.....
"
Kindle Customer,5.0 out of 5 stars,"
Can trust this MiVi earphones!
",11 January 2020,"
Great product.Absolutely loved it. sound a bit low while on calls, but overall a great headphones for music lovers.
"
Vikas netam,4.0 out of 5 stars,"
Awesome sound quality.
",7 November 2019,"
Awesome sound quality.
"
Mohit Yadav,5.0 out of 5 stars,"
Amazing earphone
",10 October 2019,"
Bass quality at this price range is amazing ,noise cancellation and sound quality are also quite good. Also very good at look wise
"
vijay,4.0 out of 5 stars,"
Unexpectedly surprise
",18 October 2019,"
Bass is excellent, battery is very good, comfortable ...Built quality is NYC.The product should updated in neck band form .
"
Shreshth kumar,3.0 out of 5 stars,"
Good but bulky
",8 November 2019,"
Everything is good, but it's a bit bulky to wearGood for workouts though.
"
Pravin Jadhav,4.0 out of 5 stars,"
Good quality product in this price range.
",9 January 2020,"
The sound quality of this product is very smooth. It's never feel irritating even volume is full. Build quality also impressive.
"
Anandraj,5.0 out of 5 stars,"
Perfect💯✨
",1 February 2020,"
The distance of Bluetooth is much better than otherAnd one thing is batteryLovely thingMaximum 8hrs to backup
"
Samy C.,5.0 out of 5 stars,"
Superb beats
",17 January 2020,"
Fabulous product, value for every penny spent on this product, amazing delivery and packaging
"
Sai Prasanna G,5.0 out of 5 stars,"
A great product for gyming people
",14 November 2019,"
It's a great product. Both treble and bass balances well. Go for it without a second thought.
"
Praveen Kumar,5.0 out of 5 stars,"
Good for its price range.
",20 December 2019,"
Sound quality and bass are pretty good for its range. Expected a bit more noise cancellation.
"
Kindle Customer,4.0 out of 5 stars,"
Fast delivery, need another invoice
",20 January 2020,"
Product is good, delivery was fast. But the invoice receipt was only half printed. Missed the invoice number.
"
AADI JAIN,5.0 out of 5 stars,"
If you are confused then read it
",24 January 2020,"
This product is awesome I swear the sound base  of mivi thunder beats is unlimited. In this price it’s great try it .
"
sk.surajuddin,5.0 out of 5 stars,"
Satisfied product
",13 November 2019,"
Such a nice product sound quality was so good noise cancellation also very nice and bass was awesome
"
Virendra shinde,5.0 out of 5 stars,"
Amazing product
",9 October 2019,"
Amazing product very much satisfied and should buy product....love mivi
"
vidhi shah,5.0 out of 5 stars,"
Nice earphones
",7 November 2019,"
The product is very good with sufficient noise cancellation.One problem is that it comes without the case for carrying.
"
PRADEEP PATHAK,5.0 out of 5 stars,"
Positive Review
",11 October 2019,"
Best headset worth price. Good build quality with great sound quality. And its having nice bass and also its very comfortable.
"
jitender singh,5.0 out of 5 stars,"
Bad service by amazon
",4 October 2019,"
Nice product, Amazon delivery service sucks.
"
Rajan Pandey,5.0 out of 5 stars,"
Best product
",8 November 2019,"
Its a best product within this range... Awsome mivi n thank you so much amazon team for this lovely headphone
"
Sumit,5.0 out of 5 stars,"
Go for it ..
",26 January 2020,"
Sound quality is clear..Noise cancellation is best.. in this price range this is best earphone for workout...
"
Prateek dua,5.0 out of 5 stars,"
Super awsome
",5 October 2019,"
The product is awesome. Very much satisfied
"
Amazon Customer,5.0 out of 5 stars,"
Good
",9 October 2019,"
Good sound quality and noise cancellation.
"
shubham sharma,5.0 out of 5 stars,"
best product under this range
",29 October 2019,"
best product in this range. best for gym.enough bass and superb noise cancellation
"
Biswaranjan Sethi,4.0 out of 5 stars,"
Ear pain
",25 January 2020,"
Everything is good but one thing is very bad that if u put this earphone for 1 hr it started paining outside of the ear ...
"
Vedant ambre,4.0 out of 5 stars,"
BEST
",9 October 2019,"
very nice .... Affective got good results
"
sachin malunjkar,5.0 out of 5 stars,"
Excellent
",4 October 2019,"
Excellent product with great sound quality
"
Amazon Customer,5.0 out of 5 stars,"
Value for money
",30 October 2019,"
Just got it in 999/- amazing product!Value For Money Best product for muaic lovers.
"
Lokesh parashar ,2.0 out of 5 stars,"
Highly disappointed
",20 January 2020,"
Waste of money, build and sound quality decreased tooo much as compared to 2 years of mivi. Never recommend to buy anyone.
"
Aftab,1.0 out of 5 stars,"
Don't buy
",11 October 2019,"
Don't buy thise products bass quality is not goodAs they mentioned design not perfect it will not fit properly in ear
"
Meee......,5.0 out of 5 stars,"
Very nice product
",14 October 2019,"
Very good product and I recommend this product to all
"
Sandeep Kumar,5.0 out of 5 stars,"
Sound quality is very good
",16 January 2020,"
Sound quality is very good with deep base . Bluetooth connectivity is goodGood choice for purchase
"
Amazon Customer,1.0 out of 5 stars,"
Fake Products
",11 October 2019,"
I got Fake Mivi Thunders beats. In Offer Your Giving  Fake Products .Kindly Look into it.
"
Amazon Customer,5.0 out of 5 stars,"
Deep bass
",1 October 2019,"
Best earphone for workout and hard bass🔥
"
Aryan Tripathi,5.0 out of 5 stars,"
Value for money
",18 January 2020,"
Clearer sound as compared to other Bluetooth devices in the rangeThe bass was than expected and looks cool as well
"
imran Siddiqui,2.0 out of 5 stars,"
Good for music
",25 November 2019,"
I am facing issue when I receive callWhen I try to speak with callerA person who call me can't hear my voice
"
Deepa,2.0 out of 5 stars,"
Not comfortable
",27 October 2019,"
The over all looks is not good and the length of the wire is short and while gyming the wire is too irritating.
"
Rajini panwar,5.0 out of 5 stars,"
Awsome product
",8 January 2020,"
I am in love with this Bluetooth earphones.I can use this anywhere anytime and the battery also lasts for 2 days.
"
Himanshu Kotkar,4.0 out of 5 stars,"
BEST AT THIS PRICE....!!!!
",28 December 2019,"
BLUETOOTH CONNECTIVITY IS NOT GOOD BUT AVERAGE AND SOUND QUALITY IS TOO AVERAGE.....BUT NOISE CANCELLATION IS BEST.....
"
Avadhesh,5.0 out of 5 stars,"
Sound battery🔋 power full
",25 January 2020,"
Very good product as compared with otherGood sound qualitBattery also goodOverall 5 out of 4.7
"
Aluri bharadwaj,5.0 out of 5 stars,"
Excellent
",17 January 2020,"
This product is pretty good and this is an worthy one at this retail price.I hope you can enjoy while using.Thank you.
"
Adarsh,1.0 out of 5 stars,"
Not good and chat with customers mivi and Amazon
",21 January 2020,"
Mivi thenderbeats some scratches and not look like a new product it's like a used product and send bye Amazon and mivi
"
H Patil,1.0 out of 5 stars,"
Bluetooth connectivity problem
",17 January 2020,"
Worked fine for 30 days. Aftewards, I had bluetooth connectivity issue, headphones are not getting connected to phone.
"
Shraddha mishra,1.0 out of 5 stars,"
Not worthy
",31 January 2020,"
Sound quality is bit disappointing. Boat earphones are much better than this.
"
ajay reddy,5.0 out of 5 stars,"
Mivi product
",30 September 2019,"
Its very good product.
"
Owesh,4.0 out of 5 stars,"
Decent
",7 October 2019,"
The issue i have with this one is its battery life and size. If u use it for a long time your ears will start to pain
"
sujit kullu,5.0 out of 5 stars,"
Great product
",20 December 2019,"
Great product, everything sound,bass and noice cancellation as well as service excellent and also fits in properly...
"
Naik ashwat,5.0 out of 5 stars,"
Great product 👍
",8 November 2019,"
Great product easy to use. I strongly recommend that you should buy this 👍.
"
hiten rathod,5.0 out of 5 stars,"
Go for it if your budget is under 1200
",6 November 2019,"
Great product and totally value for money.
"
Samir Mallick,4.0 out of 5 stars,"
It good
",27 January 2020,"
I can use it continuously more than 1.5 hours,Because of extra bass, length of the wire is short
"
DINESH KR SHARMA,4.0 out of 5 stars,"
It’s gud
",25 December 2019,"
It’s gud
"
Amazon Customer,5.0 out of 5 stars,"
Mivi
",9 October 2019,"
Awesome earphones love you mivi♥️♥️
"
Danish iqbal,4.0 out of 5 stars,"
Best wireless headphone
",2 January 2020,"
Some isue with connectivity i have parchase thunder beat and it was have some connectivity fault then i return that
"
Roselin,5.0 out of 5 stars,"
Product review
",1 November 2019,"
All time favourite product... Super sound effects and performance.Thank you for great customer care facilities too.
"
9152515825,5.0 out of 5 stars,"
Nice product
",2 February 2020,"
It is very good product but the size is little bit big but sounds  quality very nice baas nice one it sound like dj
"
Ketan Kumar,5.0 out of 5 stars,"
Awesome earphones
",29 September 2019,"
Great sound and good fitting
"
sharath chandra,5.0 out of 5 stars,"
Value for the money
",16 October 2019,"
Sound quality & bass is super good and it is giving good battery backup of whole day just go for it worth for money
"
mukul,1.0 out of 5 stars,"
Replaced
",11 October 2019,"
The earphones are not getting connected to the phone via Bluetooth as they should, so I have replaced them.
"
Awais K.,4.0 out of 5 stars,"
Recommended
",4 October 2019,"
Bass Lovers And For Music Listeners Recommended 5 star for build qualityGo for it really premium sound quality
"
Gourahari Behera ,4.0 out of 5 stars,"
Very nice product
",6 October 2019,"
Very good product, value for money.
"
Sristita Ghosh,5.0 out of 5 stars,"
Worth the money, gets connected to iphone👍
",21 January 2020,"
Really good. Worth the money!And works really good with iphones too.Gets easily connected to Iphone😊
"
Puspa Bora,5.0 out of 5 stars,"
Its Amazing..
",28 October 2019,"
The Sound Quality is very Good and clear....Battery backup is superb....Thanks mivi for these wonderful headphone
"
Srikanthgadi,5.0 out of 5 stars,"
One must have this !
",26 December 2019,"
I like the product a lot! Value for money! Decent sound quality! All the elements of sound are clearly performed!
"
SAMEER NANNAWARE,5.0 out of 5 stars,"
:)
",6 October 2019,"
amazing product from mivi
"
Amazon Customer,3.0 out of 5 stars,"
Good
",3 November 2019,"
Good
"
Vinayhans,5.0 out of 5 stars,"
A Must Buy
",17 January 2020,"
Awesome product with superb noise cancellation and excellent bass with crystal clear sound experience !!
"
Akshay sagar,1.0 out of 5 stars,"
Below average 🤐
",20 January 2020,"
I just ordered it and it looked as it was already used product sound quality is average compared to jbl and sony
"
Dinesh bhatt,5.0 out of 5 stars,"
Best deal
",10 October 2019,"
Product is Soo good the fitting .the sound quality, the battery backup is also good total value for money
"
saniaj mollah,5.0 out of 5 stars,"
Best
",6 October 2019,"
Best bluetooth headphone
"
Vaibhav Turankar,5.0 out of 5 stars,"
Best product
",6 October 2019,"
Better than boat rockerz
"
Prashant,1.0 out of 5 stars,"
Useless product
",14 October 2019,"
It's a useless product even the Chinese n local products which costs less than 500INR are better than it
"
